;source_policydoc;impact_policydoc;impact_type;impact_weight;justification;European Climate Law;European Climate Law.1;+2;The European Climate Law sets a binding target of at least 55% greenhouse gas emissions reduction by 2030, which will likely reinforce the Energy from Renewable Sources target of at least 42.5% of the Union's energy consumption coming from renewable sources by 2030.;A Farm to Fork Strategy;Circular Economy Action Plan;+;2;The implementation of the Circular Economy Action Plan can reinforce the Farm to Fork Strategy by promoting sustainable food systems, reducing food waste, and increasing organic farming, which can aid in achieving the strategy's targets.;"source_policydoc;impact_policydoc;impact_type;impact_weight;justification
EU Biodiversity Strategy for 2030;Directive 2010/75/EU of the European Parliament and of the Council;+;2;The EU Biodiversity Strategy for 2030 aims to protect and restore ecosystems, which can reinforce the implementation of the Directive 2010/75/EU of the European Parliament and of the Council by ensuring that industrial activities do not harm biodiversity.
EU Biodiversity Strategy for 2030;On the quality of water intended for human consumption;+;1;The EU Biodiversity Strategy for 2030 can enable the achievement of the On the quality of water intended for human consumption by protecting aquatic ecosystems.
On Nature Restoration;Pathway to a Healthy Planet for All EU Action Plan;+;3;The On Nature Restoration policy document can significantly aid the Pathway to a Healthy Planet for All EU Action Plan by restoring ecosystems and enhancing biodiversity.
EU Biodiversity Strategy for 2030;European assessment framework for ‘safe and sustainable by design’ chemicals and materials;+;2;The EU Biodiversity Strategy for 2030 can reinforce the European assessment framework for ‘safe and sustainable by design’ chemicals and materials by promoting sustainable practices.
On Nature Restoration;On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal;+;1;The On Nature Restoration policy document can enable the On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal by providing data on ecosystem restoration.
EU Biodiversity Strategy for 2030;on ambient air quality and cleaner air for Europe;+;2;The EU Biodiversity Strategy for 2030 can aid the on ambient air quality and cleaner air for Europe by reducing air pollution from industrial activities.
On Nature Restoration;Pathway to a Healthy Planet for All EU Action Plan;+;3;The On Nature Restoration policy document is crucial for the Pathway to a Healthy Planet for All EU Action Plan as it restores ecosystems and promotes biodiversity conservation.
EU Soil Strategy for 2030;On Nature Restoration;+;2;The EU Soil Strategy for 2030 can reinforce the On Nature Restoration by protecting soil health and promoting sustainable land use.
Regulation on plant reproductive material;EU Biodiversity Strategy for 2030;+;1;The Regulation on plant reproductive material can enable the EU Biodiversity Strategy for 2030 by ensuring the use of sustainable plant reproductive materials in agriculture.
Ensuring resilient and sustainable use of EU's natural resources;EU Biodiversity Strategy for 2030;+;3;The Ensuring resilient and sustainable use of EU's natural resources policy document can significantly aid the EU Biodiversity Strategy for 2030 by promoting sustainable resource use and reducing the EU’s ecological footprint.
On Nature Restoration;Regulation on forest reproductive material;+;2;The On Nature Restoration policy document can reinforce the Regulation on forest reproductive material by restoring forests and promoting sustainable forestry practices.
EU Biodiversity Strategy for 2030;On Nature Restoration;+;3;The EU Biodiversity Strategy for 2030 is inextricably linked with the On Nature Restoration, as both aim to protect and restore ecosystems.
On Nature Restoration;On Nature Restoration;+;3;The On Nature Restoration policy document is self-reinforcing, as restoring ecosystems can further enable nature restoration.
On Nature Restoration;EU Biodiversity Strategy for 2030;+;3;The On Nature Restoration policy document can significantly aid the EU Biodiversity Strategy for 2030 by restoring ecosystems and promoting biodiversity conservation.";EU Biodiversity Strategy for 2030;The implementation of the Farm to Fork Strategy's targets on reducing the use of pesticides and fertilizers can reinforce the EU Biodiversity Strategy for 2030's target of protecting and restoring ecosystems and biodiversity, as reducing pollution from agricultural activities can aid in preserving and restoring natural habitats.;Energy from Renewable Sources;On ensuring a level playing field for sustainable air transport;The implementation of the Energy from Renewable Sources target of at least 49% of energy from renewable sources in the building sector in 2030 can reinforce the On ensuring a level playing field for sustainable air transport target of at least 2% of aviation fuels from green by 2030, as increased renewable energy production can lead to lower emissions and support the transition to sustainable air transport.;" ""impact_policydoc""";" ""impact_type""";" ""impact_weight""";" ""justification""";The implementation of the renewable energy targets in the Energy from Renewable Sources policy document can reinforce the EU Biodiversity Strategy for 2030 by promoting sustainable land-use and reducing pollution from fossil fuels, thus creating a favourable environment for biodiversity conservation and restoration.;Concerning batteries and waste batteries;The implementation of the Circular Economy Action Plan can reinforce the targets of Concerning batteries and waste batteries by promoting the recycling and reuse of batteries and waste batteries, thus reducing waste and the demand for primary materials.;On packaging and packaging waste;Reinforcing;The Circular Economy Action Plan aims to reduce packaging waste, which is a key aspect of the 'On packaging and packaging waste' policy document, thereby reinforcing its goals.;The implementation of the Circular Economy Action Plan can reinforce the EU Biodiversity Strategy for 2030 by promoting sustainable consumption patterns, reducing waste, and encouraging the sharing, leasing, and collaborative consumption of products, which can lead to a decrease in the demand for primary materials and help achieve biodiversity conservation targets.;The implementation of the Circular Economy Action Plan can reinforce the Energy from Renewable Sources policy document by promoting sustainable production and consumption patterns, which can lead to increased demand for renewable energy sources.
63;Sustainable and Smart Mobility Strategy;Hydrogen Strategy;2;The 'Sustainable and Smart Mobility Strategy' policy document can reinforce the 'Hydrogen Strategy' policy document by promoting the use of renewable energy sources in transport, which can support the development of hydrogen production and use in the transport sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;Hydrogen Strategy;Energy from Renewable Sources;1;The 'Hydrogen Strategy' policy document can enable the 'Energy from Renewable Sources' policy document by promoting the use of renewable energy sources for hydrogen production, which can increase the share of renewable energy in the energy mix.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;The new EU Urban Mobility Framework;On ensuring a level playing field for sustainable air transport;1;The 'The new EU Urban Mobility Framework' policy document can enable the 'On ensuring a level playing field for sustainable air transport' policy document by promoting sustainable urban mobility, which can contribute to the reduction of greenhouse gas emissions from air transport.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;On energy efficiency and amending Regulation (EU) 2023/955 (recast);A Renovation Wave for Europe;2;The 'On energy efficiency and amending Regulation (EU) 2023/955 (recast)' policy document can reinforce the 'A Renovation Wave for Europe' policy document by promoting energy efficiency in buildings, which can support the renovation of buildings and the improvement of energy efficiency.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;On packaging and packaging waste;On the Energy Performance of Buildings (recast);1;The 'On packaging and packaging waste' policy document can enable the 'On the Energy Performance of Buildings (recast)' policy document by promoting the use of renewable energy sources in buildings, which can contribute to the improvement of the energy performance of buildings.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;On the Energy Performance of Buildings (recast);REPowerEU Plan;1;The 'On the Energy Performance of Buildings (recast)' policy document can enable the 'REPowerEU Plan' policy document by promoting energy efficiency in buildings, which can contribute to the reduction of energy consumption and greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;REPowerEU Plan;EU Solar Energy Strategy;2;The 'REPowerEU Plan' policy document can reinforce the 'EU Solar Energy Strategy' policy document by promoting the use of renewable energy sources, which can support the development of solar energy production and use in the EU.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;EU Solar Energy Strategy;Powering a Climate neutrality economy;1;The 'EU Solar Energy Strategy' policy document can enable the 'Powering a Climate neutrality economy' policy document by promoting the use of solar energy, which can contribute to the development of a climate-neutral economy.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;Powering a Climate neutrality economy;Delivering on the EU offshore renewable energy ambitions;2;The 'Powering a Climate neutrality economy' policy document can reinforce the 'Delivering on the EU offshore renewable energy ambitions' policy document by promoting the use of offshore renewable energy sources, which can support the development of offshore renewable energy production and use in the EU.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;Delivering on the EU offshore renewable energy ambitions;Energy from Renewable Sources;1;The 'Delivering on the EU offshore renewable energy ambitions' policy document can enable the 'Energy from Renewable Sources' policy document by promoting the use of offshore renewable energy sources, which can increase the share of renewable energy in the energy mix.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;EU Biodiversity Strategy for 2030;Energy from Renewable Sources;+;2;The EU Biodiversity Strategy for 2030 aims to protect and restore ecosystems, which can positively impact the Energy from Renewable Sources policy document by providing a stable and healthy environment for renewable energy production.;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;EU Biodiversity Strategy for 2030;A Renovation Wave for Europe;-;1;The EU Biodiversity Strategy for 2030 may constrain the A Renovation Wave for Europe policy document by limiting the options for building renovations due to the protection of natural habitats.;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;On Nature Restoration;Energy from Renewable Sources;+;3;The On Nature Restoration policy document can reinforce the Energy from Renewable Sources policy document by restoring natural ecosystems, which can provide a stable environment for renewable energy production and reduce the risks associated with climate-related hazards.;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;On Nature Restoration;A Renovation Wave for Europe;+;2;The On Nature Restoration policy document can enable the A Renovation Wave for Europe policy document by creating conditions for sustainable building renovations, such as providing green spaces and reducing urban pollution.;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;EU Biodiversity Strategy for 2030;On packaging and packaging waste;-;1;The EU Biodiversity Strategy for 2030 may counteract the On packaging and packaging waste policy document by promoting the reduction of waste, which can limit the options for packaging and packaging waste reduction.;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;EU Biodiversity Strategy for 2030;On the Energy Performance of Buildings (recast);+;2;The EU Biodiversity Strategy for 2030 can reinforce the On the Energy Performance of Buildings (recast) policy document by promoting energy-efficient buildings, which can reduce energy consumption and greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;On Nature Restoration;REPowerEU Plan;+;3;The On Nature Restoration policy document can reinforce the REPowerEU Plan policy document by restoring natural ecosystems, which can provide a stable environment for renewable energy production and reduce the risks associated with climate-related hazards.;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;EU Biodiversity Strategy for 2030;EU Solar Energy Strategy;+;2;The EU Biodiversity Strategy for 2030 can enable the EU Solar Energy Strategy policy document by creating conditions for sustainable solar energy production, such as providing green spaces and reducing urban pollution.;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;On Nature Restoration;Delivering on the EU offshore renewable energy ambitions;+;3;The On Nature Restoration policy document can reinforce the Delivering on the EU offshore renewable energy ambitions policy document by restoring natural ecosystems, which can provide a stable environment for offshore renewable energy production and reduce the risks associated with climate-related hazards.;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;EU Biodiversity Strategy for 2030;Powering a Climate neutrality economy;-;1;The EU Biodiversity Strategy for 2030 may constrain the Powering a Climate neutrality economy policy document by limiting the options for energy production due to the protection of natural habitats.;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;A Farm to Fork Strategy;Energy from Renewable Sources;+;2;The implementation of the Farm to Fork Strategy can reinforce the Energy from Renewable Sources policy document by promoting sustainable agriculture practices, reducing synthetic fertilizers and pesticides, and increasing organic farming, which can lead to increased demand for renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;A Farm to Fork Strategy;On energy efficiency and amending Regulation (EU) 2023/955 (recast);+;1;The Farm to Fork Strategy can enable the On energy efficiency and amending Regulation (EU) 2023/955 (recast) policy document by providing incentives for sustainable food production, reducing food waste, and promoting eco-friendly packaging, which can lead to increased energy efficiency in the food sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;A Farm to Fork Strategy;A Renovation Wave for Europe;+;1;The implementation of the Farm to Fork Strategy can create conditions that further the A Renovation Wave for Europe policy document by promoting sustainable and energy-efficient buildings, reducing energy consumption, and increasing the use of renewable energy sources in rural areas.;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;A Farm to Fork Strategy;On packaging and packaging waste;+;1;The Farm to Fork Strategy can aid the On packaging and packaging waste policy document by reducing food packaging waste, promoting sustainable packaging solutions, and increasing recycling rates, which can lead to a reduction in greenhouse gas emissions and pollution.;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;A Farm to Fork Strategy;On the Energy Performance of Buildings (recast);+;1;The implementation of the Farm to Fork Strategy can constrain the On the Energy Performance of Buildings (recast) policy document by promoting energy-efficient buildings, reducing energy consumption, and increasing the use of renewable energy sources in buildings, which can lead to increased energy efficiency and reduced energy poverty.;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;A Farm to Fork Strategy;REPowerEU Plan;+;2;The Farm to Fork Strategy can reinforce the REPowerEU Plan policy document by promoting the use of renewable energy sources, reducing dependence on fossil fuels, and increasing energy efficiency, which can lead to a reduction in greenhouse gas emissions and increased energy security.;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;A Farm to Fork Strategy;EU Solar Energy Strategy;+;1;The implementation of the Farm to Fork Strategy can enable the EU Solar Energy Strategy policy document by promoting the use of solar energy, reducing energy consumption, and increasing energy efficiency in the agricultural sector, which can lead to increased renewable energy production and reduced greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;A Farm to Fork Strategy;Powering a Climate neutrality economy;+;2;The Farm to Fork Strategy can reinforce the Powering a Climate neutrality economy policy document by promoting sustainable agriculture practices, reducing synthetic fertilizers and pesticides, and increasing organic farming, which can lead to increased demand for renewable energy sources and reduced greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;A Farm to Fork Strategy;Delivering on the EU offshore renewable energy ambitions;+;1;The implementation of the Farm to Fork Strategy can create conditions that further the Delivering on the EU offshore renewable energy ambitions policy document by promoting the use of offshore renewable energy sources, reducing dependence on fossil fuels, and increasing energy efficiency, which can lead to increased renewable energy production and reduced greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;A Farm to Fork Strategy;EU Solar Energy Strategy;+;1;The Farm to Fork Strategy can aid the EU Solar Energy Strategy policy document by reducing energy consumption, promoting sustainable agriculture practices, and increasing the use of renewable energy sources in the agricultural sector, which can lead to increased renewable energy production and reduced greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;Energy from Renewable Sources;On energy efficiency and amending Regulation (EU) 2023/955 (recast);+;2;The implementation of the Energy from Renewable Sources policy document can reinforce the On energy efficiency and amending Regulation (EU) 2023/955 (recast) policy document by promoting the use of renewable energy sources, which can aid in reducing energy consumption and greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;A Renovation Wave for Europe;On packaging and packaging waste;+;1;The A Renovation Wave for Europe policy document can enable the On packaging and packaging waste policy document by promoting sustainable practices and reducing waste generation.;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;On packaging and packaging waste;On the Energy Performance of Buildings (recast);+;1;The On packaging and packaging waste policy document can enable the On the Energy Performance of Buildings (recast) policy document by promoting energy efficiency and reducing energy consumption in buildings.;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;REPowerEU Plan;Energy from Renewable Sources;+;2;The REPowerEU Plan policy document can reinforce the Energy from Renewable Sources policy document by promoting the use of renewable energy sources and reducing greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;EU Solar Energy Strategy;Powering a Climate neutrality economy;+;2;The EU Solar Energy Strategy policy document can reinforce the Powering a Climate neutrality economy policy document by promoting the use of solar energy and reducing greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;Delivering on the EU offshore renewable energy ambitions;Delivering on the EU offshore renewable energy ambitions;+;3;The Delivering on the EU offshore renewable energy ambitions policy document can be indivisibly linked to the Delivering on the EU offshore renewable energy ambitions policy document, as both promote the development of offshore renewable energy and reduce greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;On ensuring a level playing field for sustainable air transport;Aviation Fuel - Regulation (EU) 2023/2405;+;1;The On ensuring a level playing field for sustainable air transport policy document can enable the Aviation Fuel - Regulation (EU) 2023/2405 policy document by promoting the use of sustainable aviation fuels and reducing greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;On the deployment of alternative fuels infrastructure;On the Energy Transition of the EU Fisheries and Aquaculture sector;+;1;The On the deployment of alternative fuels infrastructure policy document can enable the On the Energy Transition of the EU Fisheries and Aquaculture sector policy document by promoting the use of alternative fuels and reducing greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;Amending Regulation (EU) 2019/1242;Sustainable and Smart Mobility Strategy;+;1;The Amending Regulation (EU) 2019/1242 policy document can enable the Sustainable and Smart Mobility Strategy policy document by promoting sustainable mobility and reducing greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;Hydrogen Strategy;Energy from Renewable Sources;+;2;The Hydrogen Strategy policy document can reinforce the Energy from Renewable Sources policy document by promoting the use of renewable energy sources and reducing greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;The new EU Urban Mobility Framework;On ensuring a level playing field for sustainable air transport;+;1;The The new EU Urban Mobility Framework policy document can enable the On ensuring a level playing field for sustainable air transport policy document by promoting sustainable mobility and reducing greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;EU Biodiversity Strategy for 2030;Energy from Renewable Sources;+;2;The EU Biodiversity Strategy for 2030 aims to protect and restore ecosystems, which can positively impact the implementation of renewable energy sources by ensuring that they do not harm biodiversity.;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;EU Biodiversity Strategy for 2030;Biofuels - Directive (EU) 2023/2413;-;1;The EU Biodiversity Strategy for 2030 may constrain the production of biofuels, as it aims to protect ecosystems, which could limit the land available for biofuel production.;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;On Nature Restoration;Energy from Renewable Sources;+;1;The Nature Restoration Law can enable the implementation of renewable energy sources by restoring degraded ecosystems, which can be used for renewable energy production.;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;On Nature Restoration;On ensuring a level playing field for sustainable air transport;+;1;The Nature Restoration Law can support sustainable air transport by promoting ecosystem restoration, which can help reduce emissions from air transport.;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;EU Biodiversity Strategy for 2030;On the deployment of alternative fuels infrastructure;-;1;The EU Biodiversity Strategy for 2030 may limit the deployment of alternative fuels infrastructure, as it prioritizes ecosystem protection, which could constrain the development of new infrastructure.;;;;;;;;;;;;;;;;;;;;;;;;;;;
