thematic_area_code;thematic_area;sub_theme;target_code;target_content;sub_theme_justification;target_assessment;
TA4;TA4_Sustainable and smart mobility;GHG Reduction;TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles, other than special purpose, off-road, off-road special purpose, and vocational vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019: (a) for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD, 10-LH for the reporting periods of the years 2025 to 2029 by 15 %, for all vehicle sub-groups for the reporting periods of the years 2030 to 2034 by 45 %, (c) for all vehicle sub-groups for the reporting periods of the years 2035 to 2039 by 65 %, (d) for all vehicle sub-groups for the reporting periods of the years 2040 onwards by 90%;This target is assigned to GHG Reduction as it specifically mentions the reduction of CO2 emissions from heavy-duty motor vehicles.;The average specific CO2 emissions of new heavy-duty vehicles in groups 4, 5, 9 and 10 has decreased by 0.55%, from 52.75g/t.km in 2019 to 52.45g/t.km in 2020. The rate of decrease is therefore slow and acceleration is needed to achieve the targets.;
TA4;TA4_Sustainable and smart mobility;GHG Reduction;TA4.16;From 1 January 2020, this Regulation sets an EU fleet-wide target of 95 g CO2/km for the average emissions of new passenger cars and an EU fleet-wide target of 147 g CO2/km for the average emissions of new light commercial vehicles registered in the Union, as measured until 31 December 2020 in accordance with Regulation (EC) No 692/2008 together with Implementing Regulations (EU) 2017/1152 and (EU) 2017/1153, and from 1 January 2021 measured in accordance with Regulation (EU) 2017/1151.;This target is assigned to GHG Reduction as it specifically mentions the reduction of CO2 emissions from passenger cars and light commercial vehicles.;;
TA4;TA4_Sustainable and smart mobility;GHG Reduction;TA4.17;This Regulation will, until 31 December 2024, be complemented by additional measures corresponding to a reduction of 10 g CO2/km as part of the Union's integrated approach referred to in the Commission's communication of 7 February 2007 entitled ‘Results of the review of the Community Strategy to reduce CO2 emissions from passenger cars and light-commercial vehicles;This target is assigned to GHG Reduction as it mentions the reduction of CO2 emissions from passenger cars and light commercial vehicles.;;
TA4;TA4_Sustainable and smart mobility;Biofuels;TA4.18;the share of biofuels and biogas produced from the feedstock listed in Part B of Annex IX in the energy content of fuels and electricity supplied to the transport sector shall, except in Cyprus and Malta, be limited to 1.7%.;manual choice;The EU share (including Cyprus and Malta) was 1.28% in 2021, it increased to 1.35% in 2022. This target is currently on track.;
TA4;TA4_Sustainable and smart mobility;Renewable Energy - Hydrogen Production;TA4.20;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU and the production of up to 1 million tonnes of renewable hydrogen. In the second phase, from 2025 up to 2030, the strategic objective is to install at least 40 GW of renewable hydrogen electrolysers and the production of up to 10 million tonnes of renewable hydrogen in the EU;This target is assigned to Renewable Energy - Hydrogen as it specifically mentions the installation of renewable hydrogen electrolysers and the production of renewable hydrogen.;Initiatives are ongoing and deployment of electrolysers is increasing, but it is unlikely that the target of deploying 6 GW of hydrogen generation capacity will be reached by the end of 2024.;
TA4;TA4_Sustainable and smart mobility;Renewable Energy - Hydrogen Production;TA4.21;In a third phase, from 2030 onwards and towards 2050, renewable hydrogen technologies should reach maturity and be deployed at large scale to reach all hard-to-decarbonise sectors where other alternatives might not be feasible or have higher costs. In this phase, renewable electricity production needs to massively increase as about a quarter of renewable electricity might be used for renewable hydrogen production by 2050;This target is assigned to Renewable Energy - Hydrogen as it mentions the deployment of renewable hydrogen technologies.;;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;TA4.22;Build three million public electric charging points by 2030. Build one million public electric charging points by 2025.;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the installation of public electric charging points.;;
TA4;TA4_Sustainable and smart mobility;Hydrogen Distribution;TA4.23;Build 1.000 hydrogen stations by 2030. By 2025, build half of the 1.000 hydrogen stations needed for 2030;This target is assigned to Renewable Energy - Hydrogen as it specifically mentions the installation of hydrogen stations.;;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;TA4.25;Member States shall ensure that, at the end of each year, starting from the year referred to in Article 26, the following power output targets are met cumulatively: (a) for each light-duty battery electric vehicle registered in their territory, a total power output of at least 1,3 kW is provided through publicly accessible recharging stations, and (b) for each light-duty plug-in hybrid vehicle registered in their territory, a total power output of at least 0,80 kW is provided through publicly accessible recharging stations;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the power output targets for electric vehicles.;Based on charging infrastructure data from Eco-Movement 2022 and estimates of electric vehicles on the roads, most Member States are already compliant with this fleet-based target (see European Alter-native Fuels Observatory – Target tracker). Research also highlights that the total power output needed per electric vehicle (including battery electric vehicles and plug-in hybrid vehicles) is highly dependent on the share of electric cars and vans on the road, with AFIR targets on cumulative power outputs per vehicle being sufficient in the long term (when a rise in the market share of battery electric vehicles and plug-in hybrid vehicles is expected) [157].;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;TA4.26;Member States shall ensure that along the TEN-T core and comprehensive networks, publicly accessible recharging pools dedicated to light-duty vehicles deployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of publicly accessible recharging pools.;The average specific CO2 emissions of new heavy-duty vehicles in groups 4, 5, 9 and 10 has decreased by 0.55%, from 52.75g/t.km in 2019 to 52.45g/t.km in 2020. The rate of decrease is therefore slow and acceleration is needed to achieve the targets.;
